
























STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完璧
STR_CONFIG_SHOW_VEHICLE_RUNNING_COSTS_CALENDAR_YEAR_HELPTEXT    :1日の長さ比率を1以上にしているとき、輸送機器の維持費をオリジナルの1年の代わりにカレンダーの1年で表記します。

STR_CONFIG_SETTING_ADV_SIG_BRIDGE_TUN_MODES                     :発展的なモードで橋梁上/トンネル内の信号を有効にする: {STRING}
STR_CONFIG_SETTING_ADV_SIG_BRIDGE_TUN_MODES_HELPTEXT            :発展的なモードで橋梁やトンネルの信号シミュレーションの使用を有効にします。 無効にすると発展的なモードになっていない橋梁やトンネルを発展的なモードにすることができなくなりますが、他のプレイヤーがこの設定を有効にして発展的なモードを利用することができます。

STR_CONFIG_SETTING_SORT_TRACK_TYPES_BY_SPEED                    :線路のタイプを速度でソートする: {STRING}
STR_CONFIG_SETTING_SORT_TRACK_TYPES_BY_SPEED_HELPTEXT           :デフォルトの並べ替えの代わりに線路を適合性と速度で並べ替えます。

STR_CONFIG_SETTING_MAX_SIGNAL_EVALUATIONS                       :一度に許可されるプログラム可能な事前信号の最大変更数: {STRING}
STR_CONFIG_SETTING_MAX_SIGNAL_EVALUATIONS_HELPTEXT              :一度に許可されるプログラム可能な事前信号の最大変更数を設定します

STR_CONFIG_SETTING_RAINFORESTLINE_HEIGHT                        :雨林線の位置: {STRING}
STR_CONFIG_SETTING_RAINFORESTLINE_HEIGHT_HELPTEXT               :亜熱帯気候での雨林線の高さを設定します。 雨林はまた、産業の生成と町の成長に影響があります

STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MODE                       :気候のしきい値モード: {STRING}
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MODE_HELPTEXT              :雪線や雨林/砂漠線を割合のパーセントから自動的に計算するか手動で設定するかを決めます。
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_COVERAGE                   :割合
STR_CONFIG_SETTING_CLIMATE_THRESHOLD_MANUAL                     :手動

STR_CONFIG_SETTING_RIVER_MIN_LENGTH                             :河川の最低の長さ: {STRING}
STR_CONFIG_SETTING_RIVER_MIN_LENGTH_HELPTEXT                    :河川の長さの最短です。 湖の生成にも影響します。

STR_CONFIG_SETTING_RIVER_ROUTE_RANDOM                           :流路のランダム性: {STRING}
STR_CONFIG_SETTING_RIVER_ROUTE_RANDOM_HELPTEXT                  :どの程度河川の流路をランダムにするかを設定します。

STR_CONFIG_SETTING_RIVERS_TOP_OF_HILL                           :河川は丘の頂上に水源が生成されている必要があります: {STRING}
STR_CONFIG_SETTING_RIVERS_TOP_OF_HILL_HELPTEXT                  :河川が生成されるとき丘の頂上に水源が生成されている必要があるかどうかを設定します。

STR_CONFIG_SETTING_RIVER_TROPICS_WIDTH                          :河川周辺の熱帯の幅: {STRING}
STR_CONFIG_SETTING_RIVER_TROPICS_WIDTH_HELPTEXT                 :亜熱帯気候において河川の周辺にある熱帯地域の幅を設定します。{}設定値は河川の両側の領域の全幅です。

STR_CONFIG_SETTING_LAKE_TROPICS_WIDTH                           :湖沼周辺の熱帯の幅: {STRING}
STR_CONFIG_SETTING_LAKE_TROPICS_WIDTH_HELPTEXT                  :亜熱帯気候において湖沼の周辺にある熱帯地域の幅を設定します。{}設定値は湖沼の両側の領域の全幅です。

STR_CONFIG_SETTING_COAST_TROPICS_WIDTH                          :海岸周辺の熱帯の幅: {STRING}
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_HELPTEXT                 :亜熱帯気候において海岸の周辺にある熱帯地域の幅を設定します。


###length 4
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_DEFAULT                  :デフォルト
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_MEDIUM                   :中
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_LARGE                    :大
STR_CONFIG_SETTING_COAST_TROPICS_WIDTH_EXTRALARGE               :特大

STR_CONFIG_SETTING_LAKE_SIZE                                    :湖の大きさ: {STRING}
STR_CONFIG_SETTING_LAKE_SIZE_HELPTEXT                           :河川に沿って生成される湖の大きさを設定します。
STR_CONFIG_SETTING_LAKE_SIZE_VALUE                              :{NUM}
STR_CONFIG_SETTING_LAKE_SIZE_ZERO                               :湖なし

STR_CONFIG_SETTING_LAKES_ALLOWED_IN_DESERTS                     :亜熱帯気候の砂漠地域に湖を生成する: {STRING}
STR_CONFIG_SETTING_LAKES_ALLOWED_IN_DESERTS_HELPTEXT            :亜熱帯気候の砂漠地域に湖を生成できるようにするか同化を設定します。

STR_CONFIG_SETTING_ROCKS_AMOUNT                                 :岩石地帯の大きさ: {STRING}
STR_CONFIG_SETTING_ROCKS_AMOUNT_HELPTEXT                        :岩石地帯の大きさを指定します。 大きな値を設定するとマップの重要な部分を覆い隠すことがあります。

STR_CONFIG_SETTING_HEIGHT_ROCKS                                 :標高に伴い増加する岩石地帯の大きさ: {STRING}
STR_CONFIG_SETTING_HEIGHT_ROCKS_HELPTEXT                        :岩石地帯の大きさが標高に応じてどれだけ増加するかを設定します。 これは標高に伴い増加する岩石地帯の大きさの設定と累積し、標高に伴い増加する岩石地帯の大きさの設定値を小さめにするとうまく動作します。

STR_CONFIG_SETTING_NONSTOP_ORDER_ONLY                           :直通運転指令のみ許可する: {STRING}
STR_CONFIG_SETTING_NONSTOP_ORDER_ONLY_HELPTEXT                  :列車や道路車両に直通運転指令のみ許可します

STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE                      :選択した輸送機器のルートをオーバーレイ表示する: {STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_HELPTEXT             :有効にして輸送機器ウィンドウを選択すると、指令の場所やそれらの間を線やマーカーで表示します。{}停車駅のみモードではその輸送機器がとまる拠点の指令のみ表示します(経由指令、中継点及び保守拠点は含まれません)。
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_OFF                  :オフ
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_ALL_LOCATIONS        :すべての指令場所
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_MODE_STATIONS_ONLY        :停車駅のみ

STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_STEPS                     :輸送機器の経路順を表示する: {STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_ROUTE_STEPS_HELPTEXT            :有効にして輸送機器ウィンドウを選択すると、指令番号と種類を示すマーカーがそれぞれの指令の位置に表示されます。

STR_CONFIG_SETTING_SHOW_VEHICLE_LIST_COMPANY_COLOUR             :リストで他会社の輸送機器をそれぞれの会社色でマークする: {STRING}
STR_CONFIG_SETTING_SHOW_VEHICLE_LIST_COMPANY_COLOUR_HELPTEXT    :輸送機器リストでリストの所有者ではない会社の輸送機器にそれぞれの会社色の四角形のマークを付与します。

STR_CONFIG_SETTING_ENABLE_SINGLE_VEH_SHARED_ORDER_GUI           :共有指令グループウィンドウでの単一の輸送機器を有効にする: {STRING}
STR_CONFIG_SETTING_ENABLE_SINGLE_VEH_SHARED_ORDER_GUI_HELPTEXT  :共有指令のない単一の輸送機器の共有指令グループウィンドウ利用を許可します。

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SLOPES                     :坂を表示: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SLOPES_HELPTEXT            :ズームアウトしてマップモードになっているとき、坂に影をつけるかどうかを設定します。

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_HEIGHT                     :高度を表示: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_HEIGHT_HELPTEXT            :ズームアウトしてマップモードになり『植生』以外のモードの時、高度に応じて影をつけるかどうか設定します。

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_BRIDGES                    :橋梁を表示: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_BRIDGES_HELPTEXT           :ズームアウトしてマップモードになっているとき、点線で橋梁を表示するかどうか設定します。

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_TUNNELS                    :トンネルを表示: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_TUNNELS_HELPTEXT           :ズームアウトしてマップモードになっているとき、点線でトンネルを表示するかどうか設定します。

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP               :スクロール中のビューポートの表示: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_HELPTEXT      :マップモードではないビューポートでスクロールしているとき、マップモードのビューポートでスクロール中の場所を表示します。
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_NOTHING       :しない
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_CONTOUR       :輪郭
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_BLEND         :白をブレンド (32bppのみ)
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_SCROLLING_VP_ALL           :輪郭とブレンド

STR_CONFIG_SETTING_VIEWPORT_MAP_USE_OWNER_COLOUR_BRIDGE_TUNNEL  :橋梁やトンネルに所有者の色を使用する: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_USE_OWNER_COLOUR_BRIDGE_TUNNEL_HELPTEXT :ズームアウトしてマップモードになり『地権者』モードのとき、橋梁とトンネルの点線を地権者の色にするかどうか設定します。

STR_CONFIG_SETTING_VIEWPORT_MAP_DEFAULT_MODE                    :標準のモード: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_DEFAULT_MODE_HELPTEXT           :メイン画面や追加のビューポートをズームアウトしてマップモードになるとき、標準でどのモードにするかを選択します。

STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK                 :ダブルクリックの機能: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_HELPTEXT        :ズームアウトしてマップモードになっているビューポートでダブルクリックしたときのコマンドを設定します。
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_DO_NOTHING      :何もしない
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_ZOOM_MAIN       :等倍にズーム
STR_CONFIG_SETTING_VIEWPORT_MAP_ACTION_DBLCLICK_NEW_EXTRA       :新たにビューポートを開く

STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_VEHICLE_ROUTE              :輸送機器の経路表示: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_SHOW_VEHICLE_ROUTE_HELPTEXT     :有効にして輸送機器ウィンドウを選択すると、指令の場所の間に線を引きます。 (条件分岐する指令は黄色で表示します)

STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH                 :輸送機器の経路の表現方法: {STRING}
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_HELPTEXT        :輸送機器の経路表示をする際、どの様な線を引くか選択します。
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_VALUE           :{COMMA}ピクセル間隔の破線
STR_CONFIG_SETTING_VIEWPORT_MAP_DRAW_ROUTE_DASH_DISABLED        :実線

STR_CONFIG_SETTING_AUTOSAVE                                     :オートセーブ: {STRING}
STR_CONFIG_SETTING_AUTOSAVE_HELPTEXT                            :オートセーブの間隔を設定します

STR_CONFIG_SETTING_AUTOSAVE_REALTIME                            :オートセーブの間隔に実時間を使用する: {STRING}
STR_CONFIG_SETTING_AUTOSAVE_REALTIME_HELPTEXT                   :有効にするとオートセーブを実時間の間隔で実行します(ポーズ状態のオートセーブはゲームで変更が生じるまで停止します)。{}無効の場合は、オートセーブ間隔にはゲームプレイ時間が使用されます。

STR_CONFIG_SETTING_AUTOSAVE_ON_NETWORK_DISCONNECT               :ネットワーク切断時に自動セーブ: {STRING}
STR_CONFIG_SETTING_AUTOSAVE_ON_NETWORK_DISCONNECT_HELPTEXT      :有効にするとマルチプレイヤークライアントはサーバーから切断されたときに自動でゲームを保存します。

STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM                   :セーブデータファイルを上書きする前に確認する: {STRING}
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_HELPTEXT          :セーブデータやハイトマップを既存のファイルに上書きする際、確認ダイアログを表示します。
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DISABLED          :しない
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DIFFERENT         :内容が異なる場合
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_DIFFERENT_UNKNOWN :内容が異なるか不明な場合
STR_CONFIG_SETTING_SAVEGAME_OVERWRITE_CONFIRM_ENABLED           :する

STR_CONFIG_SETTING_AUTO_TIMETABLE_BY_DEFAULT                    :自動ダイヤをデフォルトで使用する: {STRING}
STR_CONFIG_SETTING_AUTO_TIMETABLE_BY_DEFAULT_HELPTEXT           :新しい輸送機器に対して自動的に自動ダイヤを有効にするかどうか選択します

STR_CONFIG_SETTING_TIMETABLE_SEPARATION_BY_DEFAULT              :輸送機器の分離を確保するためにダイヤをデフォルトで使用する: {STRING}
STR_CONFIG_SETTING_TIMETABLE_SEPARATION_BY_DEFAULT_HELPTEXT     :新しい輸送機器に対して自動的に輸送機器の分離の確保を有効にするかどうか選択します

STR_CONFIG_SETTING_TIMETABLE_LEFTOVER_TICKS                     :残りゲーム時をダイヤに表示: {STRING}
STR_CONFIG_SETTING_TIMETABLE_LEFTOVER_TICKS_HELPTEXT            :ダイヤでゲーム時を日数/分に変換しているとき、残りゲーム時も表示します

STR_CONFIG_SETTING_OVERRIDE_TIME_SETTINGS                       :セーブデータの時刻設定の代わりにクライアントの時刻設定を使用する: {STRING}
STR_CONFIG_SETTING_OVERRIDE_TIME_SETTINGS_HELPTEXT              :セーブデータの時刻設定の代わりにクライアントの時刻設定を使用するかどうか選択します。
